35373	2	51191	1
47072	0	41111	94
38065	9	38062	218
75	0	21192	132
9284	0	41088	63
17577	0	9263	221
48353	9	58415	186
49375	1	27617	230
32946	5	32952	182
52203	9	35848	200
28730	3	48177	221
35969	0	43129	217
38258	0	50949	110
38901	5	46124	207
53931	3	19266	74
38813	4	35913	15
2744	0	29226	196
27511	5	27510	53
8845	5	8844	189
51386	1	7297	213
40402	0	37631	215
24891	0	24887	189
6698	5	16731	154
12025	5	12024	116
19984	0	24311	112
4540	1	29734	126
40547	0	45848	214
39160	5	35310	193
44723	9	44724	229
17576	1	37008	208
12239	0	8703	221
17617	5	29620	63
55491	0	55493	57
48861	5	48888	226
5502	5	5501	56
59092	0	39289	2
57834	1	58049	201
45186	0	16550	137
38199	5	39558	116
35462	5	35461	16
33682	5	33768	91
27597	0	22576	56
42819	6	4711	215
11757	5	11756	175
11486	3	11550	144
24011	0	23988	126
40171	9	40176	87
9572	5	8700	153
8919	5	8918	88
13308	0	13309	151
22869	10	4494	108
58394	5	15639	224
46759	3	46826	207
23899	6	23902	200
10229	5	10228	189
27047	5	27046	23
40287	5	55066	234
43024	9	39103	216
34657	5	34656	200
29170	5	29178	20
328	1	318	116
39794	1	41309	36
5494	5	5493	112
45819	5	2514	67
50318	0	50324	14
3503	5	3502	165
50704	0	17271	167
39054	3	39055	132
17697	0	42094	206
46367	0	46368	205
23098	5	23095	2
23392	0	23408	114
37860	0	39848	223
6539	0	51078	42
13331	5	13330	147
47382	0	48397	231
53444	0	546	217
59183	6	41135	209
34100	0	34014	91
45279	3	56830	205
4134	0	546	217
8426	5	8425	210
38497	6	29644	136
25419	6	3706	222
40610	3	40933	17
30151	6	55766	206
36756	5	17546	158
39015	0	51689	128
47877	0	35130	193
46870	2	46872	207
16808	5	16807	203
42270	0	28898	208
57630	6	57631	201
16784	0	16781	35
31263	0	39755	206
21023	5	9103	154
41444	6	45259	175
44122	0	44110	226
1991	3	1997	185
22792	5	22791	210
4029	5	4182	81
13473	5	13472	224
8500	5	8499	133
47157	0	37845	209
45183	4	25530	213
38497	0	25298	106
17053	5	17055	53
11182	5	11181	39
11096	0	6612	9
31799	0	42967	46
40258	9	47561	215
11845	5	11844	2
43451	0	50101	49
7144	9	7156	117
45442	0	18184	126
13156	5	13155	144
37816	1	37812	185
56164	1	51136	242
14109	5	34180	179
7052	5	13733	13
44145	0	45529	226
42531	1	39459	211
37017	0	3718	228
43919	0	44938	224
38861	0	39525	215
50405	0	27547	53
13167	5	24471	154
38996	1	47688	217
18985	5	19049	42
30150	0	30115	35
28559	5	28558	9
26531	2	50533	224
40345	1	46523	208
45542	0	41514	137
47214	1	38774	209
15703	0	3214	53
4457	0	17122	172
57057	0	42242	208
54286	0	54283	229
362	5	14504	214
48454	1	48455	222
25419	3	16331	222
32643	5	32642	203
36266	0	17826	69
21812	0	17271	33
2367	1	38984	220
296	3	56554	207
50193	0	60366	171
38180	9	56691	16
28145	0	28140	179
50165	0	39697	38
28096	10	41676	216
56263	4	43728	221
7910	1	10125	224
39942	0	37107	175
49663	11	49666	232
